-3.793382332748755636e-02,-1.839165173254256888e-03,-5.127926299381331543e-02,-1.002599503933112321e-03,-3.516828403564846439e-02,-1.630178243578691427e-03,-5.905921690440996824e-02,-6.418640593932152354e-03,-3.434943615724770499e-02,-1.439541777144066545e-02,-3.765599611566412125e-02,-5.226555778156533050e-03,-5.230635066993271493e-02,-1.576162702730439166e-02,-3.423885566492582827e-02,-1.179091649139260220e-02,-7.260852815273308170e-02,-1.680356528252506185e-02,-3.754185476153167750e-02,-8.236232001219475490e-03,-9.223277285257944214e-02,3.329999019187144214e-03,-1.746700187135465099e-02,-1.737504365407397180e-02,-3.330646812587562122e-02,-8.800653632572558865e-03,-3.929742919638991999e-02,-6.948477272560046360e-03,-3.745355009223400380e-03,5.384358319728044066e-03,8.202910524417818955e-03,5.940029643563981068e-03,-1.033625711609349393e-02,-3.339017186576450583e-04
-3.687933486010443185e-02,-1.766951017207966067e-03,-5.067957809541709380e-02,-8.887557225665768546e-04,-3.393284147974348630e-02,-1.599574474708350628e-03,-5.938233779766937531e-02,-6.225381382686736784e-03,-3.333314460993422323e-02,-1.437093356870235497e-02,-3.789088489129527337e-02,-5.177312841322568790e-03,-5.261366376363175307e-02,-1.597821253485229645e-02,-3.565780566485887704e-02,-1.151185958712181920e-02,-7.169182697356844824e-02,-1.669461683781096883e-02,-4.013420209477378681e-02,-7.499301799997487410e-03,-9.085750061838007707e-02,4.862255829140850819e-03,-1.693146807484212368e-02,-1.731242671483977646e-02,-3.372972660608326151e-02,-8.468999261928792516e-03,-3.889781100538027003e-02,-7.288338115079168525e-03,-4.009960057708763029e-03,5.779359111289104206e-03,7.740387238058359098e-03,5.701241100852317938e-03,-1.056787994101556112e-02,-4.562125425892382712e-05
-3.572402168556544633e-02,-1.402096828527053633e-03,-5.012486190192707441e-02,-5.226233966771069066e-04,-3.260846304334019674e-02,-1.303188991963491212e-03,-6.000285077688569807e-02,-5.981944186175485942e-03,-3.215245768965072082e-02,-1.423166055623512234e-02,-3.805316461075401030e-02,-5.257816560115324139e-03,-5.286183472027085328e-02,-1.607785908233773375e-02,-3.693162926740152507e-02,-1.147672727249874659e-02,-7.064714770956949386e-02,-1.679717851343790619e-02,-4.121630536439700038e-02,-6.624756711134453281e-03,-8.995463694829200496e-02,6.008447192085400630e-03,-1.662534582520333593e-02,-1.704991478587274817e-02,-3.395535907461930125e-02,-8.004951820139362406e-03,-3.801656903745420646e-02,-7.673177839773344389e-03,-4.495559588448078993e-03,6.165111556619423325e-03,7.141120121608484500e-03,5.399083561192707589e-03,-1.073212235993330037e-02,2.217675042439343062e-04
-3.461086080460843567e-02,-7.014161714043123550e-04,-4.960603945656166108e-02,1.356109412590158093e-04,-3.133550969978062678e-02,-6.961851528584430153e-04,-6.063174475646974926e-02,-5.671257124365106615e-03,-3.101786490210278399e-02,-1.394300267758044956e-02,-3.817040252851695847e-02,-5.378141737137661152e-03,-5.300105838374676720e-02,-1.591441209158536360e-02,-3.786440339995719717e-02,-1.160080939356988514e-02,-6.955135009350718600e-02,-1.685230581770015557e-02,-4.066331282178207995e-02,-5.622312663384251147e-03,-8.943181224799538753e-02,6.956781174390080924e-03,-1.667387157607931950e-02,-1.653093887615255872e-02,-3.404429745416528291e-02,-7.381284973574288137e-03,-3.657933182023351271e-02,-8.057095388132899313e-03,-5.311208603161594877e-03,6.516858105265133788e-03,6.441009017483866061e-03,4.999795703755699136e-03,-1.079550747447037377e-02,4.222024051004185903e-04
-3.372831195424900314e-02,3.378162219714459500e-04,-4.911883815227781336e-02,1.090935604290015288e-03,-3.029262691563561205e-02,2.278541859147775956e-04,-6.091185283515940241e-02,-5.277941639686431832e-03,-3.018754360254628788e-02,-1.348054523485610508e-02,-3.827646204059691193e-02,-5.397654907194350885e-03,-5.297977816267631507e-02,-1.533657344076766460e-02,-3.825107425953969825e-02,-1.174778028663927068e-02,-6.847773490295040733e-02,-1.667626694889983580e-02,-3.848358732895129641e-02,-4.516657309616029306e-03,-8.923157312228802152e-02,7.796167851137719013e-03,-1.716800850877393120e-02,-1.571144482332934370e-02,-3.409016809800865383e-02,-6.615346814072125062e-03,-3.453016781402761665e-02,-8.429887425139571608e-03,-6.550801616807950395e-03,6.754085669941370558e-03,5.690173155971223543e-03,4.466466176057510250e-03,-1.073365587025312123e-02,5.244188124123265590e-04
-3.323684422984190395e-02,1.685151743887133065e-03,-4.866873362011460424e-02,2.320579848764076081e-03,-2.962153732074164145e-02,1.442283853660788259e-03,-6.056094427413937636e-02,-4.780040067189081712e-03,-2.986160261967638410e-02,-1.283222267384714725e-02,-3.838834538044276490e-02,-5.156258702872125455e-03,-5.276487913322381457e-02,-1.423240807284375381e-02,-3.792093209217854005e-02,-1.178763555099887096e-02,-6.748337299550613566e-02,-1.622838676912848402e-02,-3.479140732336367947e-02,-3.340396105590592076e-03,-8.936642399794292313e-02,8.442211085358464900e-03,-1.812947478511216584e-02,-1.459033425106300366e-02,-3.419070400638752477e-02,-5.769932517812352210e-03,-3.184221226857249926e-02,-8.823531451621744251e-03,-8.230168455849406345e-03,6.731033115855602003e-03,4.947178330688069801e-03,3.774819608538435359e-03,-1.053343688132010389e-02,5.161525187155269938e-04
-3.319514315411995625e-02,3.292803454106708796e-03,-4.826596893784549508e-02,3.789336757282443270e-03,-2.935429524619637132e-02,2.901060987456594801e-03,-5.949787397128428884e-02,-4.140494683484319260e-03,-3.008499747119621967e-02,-1.199699659614255134e-02,-3.849406006659900764e-02,-4.511818290181839400e-03,-5.235338722528595085e-02,-1.257284730511971753e-02,-3.678692299132771404e-02,-1.165658411015313943e-02,-6.662395570644318032e-02,-1.562324915125481127e-02,-2.975744877229811666e-02,-2.159619510805179179e-03,-8.990964484098987186e-02,8.642910028674235037e-03,-1.948891202274590645e-02,-1.322551308342393740e-02,-3.441758160787670995e-02,-4.923095939353915561e-03,-2.853188561428942477e-02,-9.295138825265940319e-03,-1.027127743151573687e-02,6.277570758002713226e-03,4.271361599681731784e-03,2.931883465335948305e-03,-1.019585723364578936e-02,4.055207572501564944e-04
-3.352117655194433027e-02,5.112610003898176991e-03,-4.790926731713870956e-02,5.464261253973007326e-03,-2.938492301735366047e-02,4.554589282387036010e-03,-5.787975403232918648e-02,-3.306158462296653663e-03,-3.071873374787144687e-02,-1.098108266237339883e-02,-3.855767553658019653e-02,-3.372776694618601426e-03,-5.177008018596075678e-02,-1.043176154650237580e-02,-3.487694025058373642e-02,-1.138319729749248145e-02,-6.597270171466330935e-02,-1.509730282543318008e-02,-2.356446807022052892e-02,-1.109629675923069249e-03,-9.095153044400687559e-02,8.061803578876055795e-03,-2.108888262809538450e-02,-1.172477870336546130e-02,-3.479546211818532880e-02,-4.123841821869958860e-03,-2.467287541847290600e-02,-9.891995453791681964e-03,-1.254035449342736502e-02,5.274700765888588015e-03,3.714164623773137577e-03,1.993741016281848095e-03,-9.739421367642843094e-03,2.212214248995455221e-04
-3.400911630102209510e-02,7.104292834111826382e-03,-4.756785686450638179e-02,7.319535058881032272e-03,-2.950304885649744288e-02,6.360384544358597438e-03,-5.603223728637903023e-02,-2.218501882695375019e-03,-3.149620399538524684e-02,-9.792611124270551859e-03,-3.853976282908269657e-02,-1.720787751042029230e-03,-5.105496761099567737e-02,-7.972595713422611641e-03,-3.233820832913250620e-02,-1.109121265414828895e-02,-6.562241722224942952e-02,-1.495161716209311188e-02,-1.637574805161817054e-02,-4.176338279070559447e-04,-9.254389192667611397e-02,6.400157980893128942e-03,-2.271389702819167147e-02,-1.021293409173025524e-02,-3.529598121576965619e-02,-3.360361763143021076e-03,-2.040173234386515738e-02,-1.061077990766866319e-02,-1.490738622851391082e-02,3.720924849098142077e-03,3.309565096009789952e-03,1.073818435212368786e-03,-9.201484423263768878e-03,1.265650707974766817e-05
-3.439995844815736670e-02,9.231528960411745921e-03,-4.717745542846655399e-02,9.330226316525977795e-03,-2.947673128959885092e-02,8.284459548658029693e-03,-5.431241748963335642e-02,-8.312396619480127893e-04,-3.213520901743501662e-02,-8.436437336064873602e-03,-3.842268528841984165e-02,3.812170567756232578e-04,-5.024887980352726879e-02,-5.404082105281026241e-03,-2.940823906845038346e-02,-1.098715279716348629e-02,-6.566524730031053636e-02,-1.549108403791396929e-02,-8.325218113241918128e-03,-3.857583628800870246e-04,-9.465853468683997629e-02,3.500980397943238148e-03,-2.414037600870802547e-02,-8.789365772071748920e-03,-3.584688394835038039e-02,-2.561139972840967977e-03,-1.591050899029309088e-02,-1.137632298629510236e-02,-1.728781605133913532e-02,1.753883810650370533e-03,3.065512132117791371e-03,3.329189813258183754e-04,-8.634108914439319118e-03,-1.493011673509658072e-04
-3.447344602673144132e-02,1.145398247339792994e-02,-4.665568398098243752e-02,1.146491794730861158e-02,-2.914198484075348344e-02,1.029887678346481580e-02,-5.297394277074381208e-02,8.756514560257812330e-04,-3.244436625088824994e-02,-6.909380341721555255e-03,-3.823168190981927200e-02,2.797918532572875924e-03,-4.938494640840170730e-02,-2.923047854342998055e-03,-2.636556322173603389e-02,-1.134162817010725063e-02,-6.616163265338499688e-02,-1.696467793401848154e-02,4.652129109873398213e-04,-1.330401417904964693e-03,-9.717549495444396945e-02,-5.990608939337044043e-04,-2.519086152236170439e-02,-7.495465358669731702e-03,-3.635146473142562840e-02,-1.627191031188209621e-03,-1.142201403910604769e-02,-1.205457600983965948e-02,-1.964924808389777872e-02,-3.802289460610059897e-04,2.959866335486500358e-03,-5.063128157774428578e-05,-8.094945705508553579e-03,-1.743775204625966325e-04
-3.411977436296343563e-02,1.372361414272447490e-02,-4.592877857354840665e-02,1.368513180986141199e-02,-2.845536015794888560e-02,1.237969104387110289e-02,-5.209062255645900696e-02,2.892358543058502502e-03,-3.237384964358323847e-02,-5.199224013480486378e-03,-3.804423438085387937e-02,5.348441862422229770e-03,-4.848792821558998295e-02,-6.653272273081558674e-04,-2.347671976469476243e-02,-1.244984653901710751e-02,-6.712018702641006640e-02,-1.950126158133440313e-02,9.845278965702284474e-03,-3.498624487130080288e-03,-9.990084518146293002e-02,-5.681972243750148949e-03,-2.577479174897062339e-02,-6.305515061867767238e-03,-3.671639780790639240e-02,-4.749073063045952930e-04,-7.149884542228332127e-03,-1.249899514601643391e-02,-2.199182515464204526e-02,-2.391986199982759978e-03,2.944133164331339154e-03,7.818084342161289203e-05,-7.635431994225159481e-03,3.740469234382847721e-05
